Amparo de São Francisco,-10.1348,-36.935,10,72,56
Aquidabã,-10.278,-37.0148,10,20,15,12,42,29,24,31,32,36,41,45,68
Aracaju,-10.9091,-37.0677,66,47,6,5,29,30,34,75,62,26,4,19,37
Arauá,-11.2614,-37.6201,50,28,19,75,62,3,26
Areia Branca,-10.758,-37.3251,27,3,47,34,66,30,58,18,37,71
Barra dos Coqueiros,-10.8996,-37.0323,3,52,38,60
Boquim,-11.1397,-37.6195,19,61,50,33
Brejo Grande,-10.4297,-36.4611,25,48,52,25,48
Campo do Brito,-10.7392,-37.4954,27,67,35
Canhoba,-10.1365,-36.9806,2,72,56,29,22,1,24,46
Canindé de São Francisco,-9.64882,-37.7923,53,40
Capela,-10.5069,-37.0628,41,45,14,2,64,34,58,18,31,45,60,71
Carira,-10.3524,-37.7002,44,51,21,59,69,40,43,49
Carmópolis,-10.6449,-36.9887,31,60,23,12,34,71
Cedro de São João,-10.2534,-36.8856,72,56,2,32,36,41,42,48,63,68
Cristinápolis,-11.4668,-37.7585,74,75,28
Cumbe,-10.352,-37.1846,45,20,24
Divina Pastora,-10.6782,-37.1506,64,37,38,34,5,47,12,45,20,34
Estância,-11.2659,-37.4484,7,62,61,30,4,75,26,3
Feira Nova,-10.2616,-37.3147,17,44,69,2,29,45,18,24,22
Frei Paulo,-10.5513,-37.5279,51,13,27,59,49,43,35,44
Gararu,-9.9722,-37.0869,55,29,10,44,46
General Maynard,-10.6835,-36.9838,60,14
Gracho Cardoso,-10.2252,-37.2006,20,29,2,10,17
Ilha das Flores,-10.4425,-36.5479,48,42,8,32,56,31,52,63
Indiaroba,-11.5157,-37.515,62,75,4,30,3,19
Itabaiana,-10.6826,-37.4273,21,5,37,9,39,59,35,47
Itabaianinha,-11.2693,-37.7875,73,74,16,75,4
Itabi,-10.1248,-37.1056,22,10,20,2,3,24,46
Itaporanga d'Ajuda,-10.99,-37.3078,61,3,33,66,26,62,67,5,19,34,47,75
Japaratuba,-10.5849,-36.9418,41,14,12,2,32,72,56,48,25,52
Japoatã,-10.3477,-36.8045,15,42,48,56,25,2,41,31,36,63,68
Lagarto,-10.9136,-37.6689,66,57,70,67,30,61,7
Laranjeiras,-10.7981,-37.1731,5,47,38,3,30,66,37,64,45,12,14,31,58,18,71
Macambira,-10.6619,-37.5413,9,27,51,21,49
Malhada dos Bois,-10.3418,-36.9252,41,32,15,2
Malhador,-10.6649,-37.3004,27,39,5,64,34,38,58,3,18,71
Maruim,-10.7308,-37.0856,6,34,64,32,12,45,58,60,65,18,37,47,71
Moita Bonita,-10.5769,-37.3512,59,27,37,64,45,69
Monte Alegre de Sergipe,-10.0256,-37.5616,53,44,55,13,11,43
Muribeca,-10.4271,-36.9588,2,15,12,32,31,68,36
Neópolis,-10.3215,-36.585,56,32,25,15,48,63,2
Nossa Senhora Aparecida,-10.3944,-37.4517,69,59,44,21,13,51,40
Nossa Senhora da Glória,-10.2158,-37.4211,13,40,20,22,55,59,21,51,43,53,69
Nossa Senhora das Dores,-10.4854,-37.1963,12,20,17,39,59,64,2,38,14,18,34,60,71
Nossa Senhora de Lourdes,-10.0772,-37.0615,10,22,29
Nossa Senhora do Socorro,-10.8468,-37.1231,34,3,5,30,27,38,64,66,18,71
Pacatuba,-10.4538,-36.6531,25,42,32,8,56,15,52,31,63
Pedra Mole,-10.6134,-37.6922,51,21,13,35
Pedrinhas,-11.1902,-37.6775,4,7,57
Pinhão,-10.5677,-37.7242,13,70,21,35,43,44,49,59
Pirambu,-10.7215,-36.8544,48,25,31,8,6
Poço Redondo,-9.80616,-37.6833,11,40,55,44
Poço Verde,-10.7151,-38.1813,70,73
Porto da Folha,-9.91626,-37.2842,22,53,44,40
Propriá,-10.2138,-36.8442,72,15,42,32,41,25,10,1,31,48
Riachão do Dantas,-11.0729,-37.731,50,33,73
Riachuelo,-10.735,-37.1966,37,64,5,34,38,12,37
Ribeirópolis,-10.5357,-37.438,39,21,27,44,13,69,51,43,45
Rosário do Catete,-10.6904,-37.0357,14,38,12,45,64,23,6
Salgado,-11.0288,-37.4804,7,33,30,19,67,75
Santa Luzia do Itanhy,-11.3536,-37.4586,19,26,30,3,4,75
Santana do São Francisco,-10.2922,-36.6105,42,56,15,32,48,25
Santa Rosa de Lima,-10.6434,-37.1931,58,60,12,18,34,37,38,39,45,47,71
Santo Amaro das Brotas,-10.7892,-37.0564,38
São Cristóvão,-11.0084,-37.2044,3,30,47,5,33,34
São Domingos,-10.7916,-37.5685,9,33,61,30
São Francisco,-10.3442,-36.8869,41,15,32,2
São Miguel do Aleixo,-10.3847,-37.3836,44,20,59,39,13,43
Simão Dias,-10.7387,-37.8097,33,51,54
Siriri,-10.5965,-37.1131,12,45,64,37,5,14,38,34,47
Telha,-10.2064,-36.8818,15,56,10,1,31
Tobias Barreto,-11.1798,-37.9995,28,74,54,57
Tomar do Geru,-11.3694,-37.8433,16,28,73,57
Umbaúba,-11.3809,-37.6623,16,26,28,4,62,19,30,61,3